

软件版本	3.11.19



实验文件路径:	
方案文件路径:	



板编号	板 3
日期	2023/10/11
时间	13:41:28
检测仪类型:	Epoch 2
检测仪序列号:	2205170B
检测类型	检测仪

程序详细信息

板类型	96 WELL PLATE
完成后弹出板	
检测	吸收光 光谱
	A1..A5
	开始: 400 nm,  停止: 800 nm,  步骤: 1 nm
	检测前校准
	检测速度: 正常,  延迟: 100 msec,  测量值/数据点: 8

Spectrum

波长	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
400	0.898	0.849	0.899	0.803	0.903																																																																																											
401	0.896	0.847	0.898	0.801	0.902																																																																																											
402	0.894	0.846	0.897	0.800	0.900																																																																																											
403	0.893	0.844	0.895	0.799	0.899																																																																																											
404	0.892	0.843	0.894	0.798	0.897																																																																																											
405	0.890	0.842	0.893	0.796	0.896																																																																																											
406	0.889	0.841	0.891	0.795	0.895																																																																																											
407	0.888	0.840	0.890	0.794	0.894																																																																																											
408	0.886	0.838	0.888	0.793	0.892																																																																																											
409	0.885	0.837	0.887	0.792	0.891																																																																																											
410	0.883	0.835	0.886	0.790	0.889																																																																																											
411	0.882	0.834	0.884	0.789	0.888																																																																																											
412	0.880	0.833	0.883	0.788	0.886																																																																																											
413	0.879	0.831	0.881	0.786	0.885																																																																																											
414	0.877	0.830	0.880	0.785	0.883																																																																																											
415	0.876	0.828	0.879	0.784	0.882																																																																																											
416	0.875	0.827	0.877	0.783	0.880																																																																																											
417	0.873	0.825	0.876	0.781	0.879																																																																																											
418	0.872	0.824	0.874	0.780	0.877																																																																																											
419	0.870	0.822	0.873	0.779	0.876																																																																																											
420	0.869	0.821	0.872	0.777	0.874																																																																																											
421	0.868	0.820	0.870	0.776	0.873																																																																																											
422	0.867	0.819	0.869	0.775	0.872																																																																																											
423	0.866	0.817	0.868	0.774	0.870																																																																																											
424	0.864	0.816	0.867	0.773	0.869																																																																																											
425	0.863	0.815	0.865	0.772	0.868																																																																																											
426	0.862	0.814	0.864	0.771	0.866																																																																																											
427	0.860	0.812	0.863	0.769	0.865																																																																																											
428	0.858	0.811	0.861	0.768	0.864																																																																																											
429	0.857	0.810	0.860	0.767	0.862																																																																																											
430	0.856	0.808	0.859	0.766	0.861																																																																																											
431	0.855	0.807	0.857	0.765	0.859																																																																																											
432	0.853	0.805	0.856	0.763	0.858																																																																																											
433	0.852	0.804	0.854	0.762	0.856																																																																																											
434	0.851	0.803	0.853	0.761	0.855																																																																																											
435	0.849	0.801	0.851	0.760	0.853																																																																																											
436	0.848	0.800	0.850	0.758	0.852																																																																																											
437	0.846	0.798	0.848	0.757	0.851																																																																																											
438	0.845	0.797	0.846	0.756	0.849																																																																																											
439	0.844	0.795	0.845	0.754	0.847																																																																																											
440	0.842	0.794	0.843	0.753	0.846																																																																																											
441	0.840	0.793	0.842	0.752	0.845																																																																																											
442	0.839	0.791	0.841	0.751	0.843																																																																																											
443	0.837	0.790	0.839	0.749	0.842																																																																																											
444	0.836	0.789	0.838	0.748	0.841																																																																																											
445	0.834	0.787	0.837	0.747	0.839																																																																																											
446	0.833	0.786	0.835	0.746	0.838																																																																																											
447	0.832	0.785	0.834	0.745	0.837																																																																																											
448	0.830	0.784	0.833	0.744	0.835																																																																																											
449	0.829	0.783	0.831	0.742	0.834																																																																																											
450	0.828	0.781	0.830	0.741	0.833																																																																																											
451	0.827	0.780	0.829	0.740	0.832																																																																																											
452	0.827	0.779	0.828	0.739	0.831																																																																																											
453	0.825	0.778	0.827	0.738	0.830																																																																																											
454	0.824	0.777	0.826	0.738	0.829																																																																																											
455	0.823	0.776	0.824	0.737	0.827																																																																																											
456	0.822	0.775	0.824	0.736	0.826																																																																																											
457	0.821	0.774	0.822	0.735	0.825																																																																																											
458	0.820	0.773	0.822	0.734	0.824																																																																																											
459	0.820	0.772	0.821	0.733	0.823																																																																																											
460	0.819	0.772	0.820	0.733	0.823																																																																																											
461	0.818	0.771	0.819	0.732	0.823																																																																																											
462	0.817	0.771	0.819	0.732	0.822																																																																																											
