

软件版本	3.11.19



实验文件路径:	C:\Users\inlab\Desktop\H行400到999nm.xpt
方案文件路径:	



板编号	板 1
日期	2023/6/5
时间	10:34:50
检测仪类型:	Epoch 2
检测仪序列号:	2205170B
检测类型	检测仪

程序详细信息

板类型	96 WELL PLATE
完成后弹出板	
检测	吸收光 光谱
	H1..H12
	开始: 400 nm,  停止: 999 nm,  步骤: 1 nm
	检测前校准
	检测速度: 正常,  延迟: 100 msec,  测量值/数据点: 8

Spectrum

波长	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
400																																																																																					0.482	0.534	0.500	0.551	0.561	0.521	0.494	0.535	0.473	0.519	0.426	0.496
401																																																																																					0.480	0.533	0.499	0.549	0.560	0.520	0.493	0.534	0.472	0.517	0.425	0.495
402																																																																																					0.479	0.531	0.497	0.548	0.558	0.519	0.491	0.532	0.471	0.516	0.424	0.494
403																																																																																					0.478	0.530	0.496	0.546	0.557	0.517	0.490	0.531	0.470	0.515	0.423	0.492
404																																																																																					0.477	0.529	0.495	0.545	0.555	0.516	0.489	0.530	0.469	0.513	0.422	0.491
405																																																																																					0.475	0.528	0.494	0.544	0.554	0.515	0.488	0.528	0.468	0.512	0.421	0.490
406																																																																																					0.474	0.526	0.492	0.542	0.553	0.513	0.486	0.527	0.466	0.511	0.420	0.489
407																																																																																					0.473	0.525	0.491	0.541	0.552	0.512	0.485	0.526	0.465	0.510	0.419	0.488
408																																																																																					0.472	0.524	0.490	0.540	0.550	0.511	0.484	0.525	0.464	0.509	0.418	0.487
409																																																																																					0.471	0.523	0.489	0.539	0.549	0.510	0.483	0.523	0.463	0.508	0.417	0.485
